id_transaction,date,categorie,prix_unitaire,quantite,age_client,sexe_client,ville,canal_acquisition,note_produit,temps_sur_page_sec,saison,montant_total,panier_moyen,est_client_fidele
3717,2024-12-31,Mode,86.8,1,36,M,Lyon,Instagram,3.9,30,Printemps,84.85,77.99,0
3718,2024-12-31,Maison,201.67,3,25,M,Bordeaux,Instagram,4.7,101,Printemps,641.92,557.84,1
3719,2024-12-31,Sport,82.58,2,25,M,Bordeaux,Google_Ads,3.7,33,Printemps,149.68,128.49,0
3720,2024-12-31,Mode,40.76,3,30,F,Lyon,Email,4.9,243,Printemps,121.48,120.62,1
3721,2024-12-31,Mode,77.79,1,33,M,Nantes,Email,1.5,38,Printemps,73.97,64.94,0
3722,2024-12-31,Sport,137.88,1,34,M,Lyon,SEO,3.6,95,Printemps,148.22,132.15,0
3723,2024-12-31,Électronique,374.62,1,24,M,Nantes,Facebook,1.5,70,Printemps,368.17,346.68,1
3724,2024-12-31,Mode,53.94,2,32,M,Lyon,SEO,4.0,156,Printemps,112.16,109.26,1
3725,2024-12-31,Sport,163.27,1,18,F,Bordeaux,Direct,3.5,57,Printemps,158.63,154.66,0
3726,2024-12-31,Maison,231.75,3,38,F,Nice,Instagram,5.0,70,Printemps,671.56,654.4,1
3727,2024-12-31,Mode,129.07,1,18,F,Bordeaux,SEO,4.6,98,Printemps,124.58,124.17,0
3728,2024-12-31,Électronique,770.17,1,31,F,Paris,Email,3.2,47,Printemps,797.62,684.64,1
3729,2024-12-31,Mode,50.85,3,46,F,Nice,Direct,3.4,63,Printemps,166.71,151.7,0
3730,2024-12-31,Mode,53.17,1,22,M,Toulouse,Google_Ads,4.2,55,Printemps,50.06,49.42,0
3731,2024-12-31,Électronique,454.65,1,43,M,Toulouse,SEO,3.2,99,Printemps,467.74,430.37,1
3732,2024-12-31,Maison,117.26,2,48,M,Nantes,Facebook,3.8,133,Printemps,223.53,219.21,0
3733,2024-12-31,Mode,125.76,1,18,F,Bordeaux,Google_Ads,5.0,183,Printemps,127.0,108.29,1
3734,2024-12-31,Mode,109.43,4,33,M,Nantes,Facebook,2.9,144,Printemps,441.38,408.57,1
3735,2024-12-31,Mode,103.09,4,18,M,Nantes,SEO,3.3,109,Printemps,408.24,403.49,0
3736,2024-12-31,Livres,14.02,1,33,F,Marseille,SEO,3.5,111,Printemps,14.02,12.46,0
3737,2024-12-31,Mode,121.18,1,34,M,Marseille,Email,5.0,125,Printemps,130.39,129.02,0
3738,2024-12-31,Électronique,783.81,1,18,M,Lyon,Facebook,4.5,88,Printemps,719.32,612.34,1
3739,2024-12-31,Électronique,335.46,3,58,F,Toulouse,Google_Ads,5.0,48,Printemps,1072.85,924.63,1
3740,2024-12-31,Maison,216.81,1,38,M,Nantes,Instagram,4.6,209,Printemps,215.18,198.29,1
3741,2024-12-31,Maison,109.0,1,24,M,Lyon,Facebook,4.7,121,Printemps,105.38,91.25,0
3742,2024-12-31,Mode,40.38,7,52,F,Lyon,Direct,4.3,142,Printemps,264.44,233.72,0
3743,2024-12-31,Mode,96.54,6,18,M,Paris,Instagram,4.2,64,Printemps,615.71,550.83,1
3744,2024-12-31,Électronique,666.32,1,20,F,Marseille,Google_Ads,2.2,235,Printemps,678.58,625.81,1
3745,2024-12-31,Mode,41.76,5,18,F,Marseille,SEO,4.2,186,Printemps,218.32,198.36,1
3746,2024-12-31,Mode,63.59,1,56,M,Bordeaux,SEO,3.7,67,Printemps,61.23,60.52,0
3747,2024-12-31,Électronique,895.15,3,38,F,Marseille,Google_Ads,4.4,63,Printemps,2627.96,2583.03,1
3748,2024-12-31,Électronique,682.94,3,42,M,Bordeaux,Google_Ads,3.7,134,Printemps,2218.31,2134.48,1
3749,2024-12-31,Électronique,717.8,1,38,F,Nantes,Google_Ads,4.6,88,Printemps,784.01,743.94,1
3750,2024-12-31,Électronique,368.72,2,41,F,Paris,SEO,4.8,113,Printemps,772.81,680.58,1
3751,2024-12-31,Maison,74.18,1,35,F,Lyon,Instagram,1.0,139,Printemps,77.88,73.23,0
3752,2024-12-31,Électronique,411.91,1,38,F,Lyon,Email,3.3,98,Printemps,427.92,373.17,1
3753,2024-12-31,Mode,56.77,1,36,F,Nantes,Instagram,1.8,65,Printemps,57.76,53.02,0
3754,2024-12-31,Électronique,383.32,4,27,M,Bordeaux,Google_Ads,4.1,118,Printemps,1562.43,1436.23,1
3755,2024-12-31,Livres,14.2,2,34,M,Lille,Instagram,3.5,36,Printemps,31.04,29.6,0
3756,2024-12-31,Sport,115.78,3,38,M,Nantes,Email,5.0,110,Printemps,364.77,355.75,0
3757,2024-12-31,Électronique,446.47,1,36,M,Bordeaux,Email,4.0,40,Printemps,460.34,413.42,1
3758,2024-12-31,Mode,112.48,2,18,M,Nantes,SEO,3.3,122,Printemps,210.98,180.63,0
3759,2024-12-31,Électronique,349.16,4,18,M,Paris,Google_Ads,4.8,89,Printemps,1529.92,1311.21,1
3760,2024-12-31,Mode,77.8,4,47,F,Nantes,SEO,3.4,209,Printemps,312.47,306.6,1
3761,2024-12-31,Électronique,234.22,2,31,F,Nantes,Instagram,3.3,163,Printemps,510.01,470.71,1
3762,2024-12-31,Maison,146.7,2,42,F,Marseille,Facebook,4.2,107,Printemps,305.94,271.43,0
3763,2024-12-31,Mode,37.94,2,21,F,Bordeaux,Facebook,5.0,256,Printemps,68.91,58.91,0
3764,2024-12-31,Sport,167.16,3,18,M,Paris,Instagram,4.7,71,Printemps,505.39,469.67,1
3765,2024-12-31,Électronique,758.65,2,24,M,Nice,Facebook,4.4,51,Printemps,1636.46,1424.65,1
3766,2024-12-31,Sport,104.99,8,32,M,Toulouse,SEO,5.0,87,Printemps,764.62,697.76,0
3767,2024-12-31,Sport,53.54,1,27,F,Lyon,SEO,3.0,71,Printemps,57.47,53.3,0
3768,2024-12-31,Électronique,624.9,1,50,F,Lille,Facebook,3.0,74,Printemps,639.07,565.18,1
3769,2024-12-31,Mode,106.48,1,37,F,Lille,Facebook,4.0,93,Printemps,96.78,85.15,0
3770,2024-12-31,Électronique,353.73,4,57,M,Bordeaux,Google_Ads,5.0,37,Printemps,1379.17,1176.39,1
3771,2024-12-31,Mode,87.9,1,39,F,Nantes,Facebook,2.8,51,Printemps,79.64,74.69,0
3772,2024-12-31,Mode,111.89,1,18,M,Marseille,Email,5.0,73,Printemps,100.74,88.65,0
3773,2024-12-31,Maison,198.28,2,47,F,Nantes,Facebook,2.2,194,Printemps,428.01,420.19,1
3774,2024-12-31,Mode,110.79,1,18,M,Bordeaux,SEO,3.7,64,Printemps,116.3,109.39,0
3775,2024-12-31,Livres,32.74,1,37,M,Lille,Facebook,4.0,70,Printemps,31.36,29.28,0
3776,2024-12-31,Électronique,857.94,1,25,M,Lille,Google_Ads,2.8,120,Printemps,791.65,732.84,1
3777,2024-12-31,Livres,19.95,2,60,F,Nantes,Facebook,3.1,73,Printemps,36.34,32.07,0
3778,2024-12-31,Électronique,608.92,4,52,F,Nantes,Google_Ads,4.7,286,Printemps,2638.92,2626.81,1
3779,2024-12-31,Sport,143.31,1,26,F,Nantes,Instagram,5.0,156,Printemps,146.91,146.18,1
3780,2024-12-31,Mode,100.47,1,33,M,Lyon,SEO,1.5,100,Printemps,93.65,84.12,0
3781,2024-12-31,Électronique,896.98,3,37,F,Marseille,Google_Ads,4.0,37,Printemps,2788.59,2694.98,1
3782,2024-12-31,Sport,44.24,3,45,F,Marseille,Instagram,3.7,105,Printemps,145.98,126.69,0
3783,2024-12-31,Mode,67.13,5,35,M,Toulouse,Facebook,3.9,97,Printemps,354.96,343.28,0
3784,2024-12-31,Maison,110.59,3,22,M,Toulouse,Facebook,3.5,152,Printemps,328.21,293.07,1
3785,2024-12-31,Maison,107.22,1,26,M,Nice,Facebook,2.4,113,Printemps,113.95,101.8,0
3786,2024-12-31,Mode,54.2,3,34,M,Lille,Facebook,5.0,130,Printemps,170.53,157.93,0
3787,2024-12-31,Mode,101.64,3,49,M,Lille,SEO,5.0,122,Printemps,279.83,254.33,0
3788,2024-12-31,Maison,75.26,1,40,M,Bordeaux,Direct,3.7,64,Printemps,81.66,70.86,0
3789,2024-12-31,Électronique,725.59,3,25,M,Bordeaux,Google_Ads,3.3,47,Printemps,2343.98,2200.91,1
3790,2024-12-31,Maison,184.82,2,42,F,Toulouse,Instagram,3.1,104,Printemps,376.33,331.95,1
3791,2024-12-31,Sport,74.48,1,30,M,Lyon,SEO,1.0,37,Printemps,74.6,68.38,0
3792,2024-12-31,Électronique,395.66,1,45,M,Lille,SEO,4.2,95,Printemps,374.12,330.96,0
3793,2024-12-31,Électronique,649.48,2,65,F,Bordeaux,Google_Ads,4.7,221,Printemps,1385.85,1356.25,1
3794,2024-12-31,Maison,197.19,1,30,M,Lyon,Instagram,4.0,233,Printemps,194.5,175.19,1
3795,2024-12-31,Mode,117.96,3,44,F,Marseille,Instagram,3.7,78,Printemps,359.48,353.42,1
3796,2024-12-31,Mode,115.58,3,26,F,Nice,Instagram,3.9,166,Printemps,323.87,291.13,1
3797,2024-12-31,Électronique,876.3,3,33,M,Lille,Facebook,2.9,83,Printemps,2478.42,2173.39,1
3798,2024-12-31,Mode,89.19,4,35,M,Paris,Google_Ads,3.3,47,Printemps,391.36,366.51,0
3799,2024-12-31,Électronique,838.34,3,32,M,Lille,Facebook,3.6,89,Printemps,2512.01,2344.38,1
3800,2024-12-31,Mode,111.33,3,64,F,Bordeaux,Email,4.6,347,Printemps,355.08,334.78,1
3801,2024-12-31,Sport,156.57,2,31,M,Lille,Instagram,5.0,138,Printemps,333.79,298.85,1
3802,2024-12-31,Mode,33.63,3,42,F,Toulouse,Facebook,3.5,53,Printemps,110.62,99.33,0
3803,2024-12-31,Mode,126.68,2,18,F,Paris,SEO,2.7,99,Printemps,277.82,246.04,1
3804,2024-12-31,Livres,21.79,1,40,F,Toulouse,Facebook,3.8,144,Printemps,21.6,21.37,0
3805,2024-12-31,Maison,203.67,2,48,F,Lille,Facebook,5.0,182,Printemps,444.03,422.92,1
3806,2024-12-31,Sport,58.72,1,28,F,Toulouse,Instagram,2.7,70,Printemps,57.14,55.05,0
3807,2024-12-31,Mode,71.1,1,18,M,Bordeaux,Instagram,4.8,254,Printemps,72.63,63.86,1
3808,2024-12-31,Sport,77.11,2,34,M,Marseille,Google_Ads,5.0,94,Printemps,164.15,155.81,1
3809,2024-12-31,Électronique,421.87,1,35,M,Bordeaux,SEO,3.4,107,Printemps,456.78,440.52,0
3810,2024-12-31,Électronique,308.2,5,43,M,Lyon,Instagram,3.0,34,Printemps,1548.33,1395.62,1
3811,2024-12-31,Électronique,768.89,2,59,F,Toulouse,Email,4.4,204,Printemps,1512.52,1321.42,1
3812,2024-12-31,Mode,33.4,3,30,M,Bordeaux,Facebook,4.2,46,Printemps,104.78,100.02,0
3813,2024-12-31,Sport,82.34,3,24,M,Lyon,Google_Ads,4.6,147,Printemps,244.86,230.57,0
3814,2024-12-31,Mode,49.51,1,20,F,Lille,Google_Ads,5.0,76,Printemps,51.21,47.95,0
3815,2024-12-31,Maison,166.03,1,37,M,Lyon,Instagram,4.0,45,Printemps,176.13,154.53,0
3816,2024-12-31,Maison,105.77,3,40,F,Toulouse,Instagram,2.5,62,Printemps,338.94,301.45,0
3817,2024-12-31,Maison,106.62,2,28,F,Nantes,Google_Ads,3.9,36,Printemps,202.76,191.35,0
3818,2024-12-31,Mode,80.11,5,44,M,Lille,Google_Ads,4.1,61,Printemps,406.29,382.74,0
3819,2024-12-31,Maison,177.48,3,40,M,Lyon,SEO,5.0,71,Printemps,481.87,449.69,1
3820,2024-12-31,Mode,44.33,1,35,M,Toulouse,Instagram,3.6,45,Printemps,46.97,45.33,0
3821,2024-12-31,Électronique,343.47,2,24,F,Toulouse,Instagram,3.4,104,Printemps,635.43,617.77,1
3822,2024-12-31,Livres,15.67,1,29,M,Bordeaux,Google_Ads,2.3,75,Printemps,16.84,15.01,0
3823,2024-12-31,Électronique,882.28,1,18,M,Paris,Instagram,4.4,114,Printemps,865.84,756.43,1
3824,2024-12-31,Électronique,493.08,1,37,M,Lille,Email,5.0,72,Printemps,460.27,405.11,1
3825,2024-12-31,Sport,118.87,2,35,F,Lyon,Direct,3.6,78,Printemps,251.81,224.66,0
3826,2024-12-31,Mode,56.05,1,37,F,Paris,Google_Ads,4.3,45,Printemps,52.69,52.28,0
3827,2024-12-31,Maison,148.28,2,41,M,Toulouse,Google_Ads,3.2,58,Printemps,290.3,252.73,0
3828,2024-12-31,Mode,39.73,1,39,F,Lyon,Instagram,2.4,38,Printemps,40.26,39.53,0
3829,2024-12-31,Mode,35.89,2,33,F,Nice,SEO,4.3,78,Printemps,69.77,61.43,0
3830,2024-12-31,Mode,78.2,1,35,F,Lyon,Facebook,3.8,61,Printemps,73.18,66.03,0
3831,2024-12-31,Mode,71.37,1,18,M,Lyon,Instagram,1.2,104,Printemps,70.03,60.85,0
3832,2024-12-31,Mode,45.85,1,27,M,Bordeaux,Instagram,5.0,161,Printemps,42.58,36.86,0
3833,2024-12-31,Maison,183.77,1,35,F,Lyon,Google_Ads,4.3,105,Printemps,191.82,165.79,0
3834,2024-12-31,Mode,129.31,3,26,F,Paris,Facebook,3.9,143,Printemps,362.44,326.71,0
3835,2024-12-31,Livres,19.68,2,45,M,Nantes,Google_Ads,3.3,101,Printemps,39.23,36.42,0
3836,2024-12-31,Électronique,646.58,7,27,F,Lyon,Instagram,4.2,69,Printemps,4580.69,4031.57,1
3837,2024-12-31,Mode,126.39,1,37,M,Nantes,SEO,4.3,99,Printemps,137.64,136.25,0
3838,2024-12-31,Maison,209.68,2,36,F,Marseille,Facebook,4.2,218,Printemps,383.98,360.16,1
3839,2024-12-31,Livres,21.52,4,43,F,Toulouse,Direct,5.0,175,Printemps,93.47,91.86,0
3840,2024-12-31,Électronique,722.81,1,45,F,Lille,Google_Ads,5.0,102,Printemps,680.63,593.73,1
3841,2024-12-31,Maison,83.06,4,43,M,Bordeaux,Instagram,5.0,39,Printemps,354.91,309.32,1
3842,2024-12-31,Sport,107.79,4,18,M,Marseille,Instagram,2.9,231,Printemps,395.86,386.76,1
3843,2024-12-31,Électronique,413.37,4,49,F,Marseille,Email,3.2,78,Printemps,1815.07,1697.45,1
3844,2024-12-31,Sport,63.05,1,53,F,Paris,SEO,4.2,176,Printemps,66.93,66.31,0
3845,2024-12-31,Électronique,512.74,1,29,F,Paris,Instagram,2.9,82,Printemps,467.92,408.04,0
3846,2024-12-31,Maison,83.58,4,37,M,Nice,Instagram,3.1,173,Printemps,315.21,269.16,1
3847,2024-12-31,Livres,27.87,1,24,F,Nantes,Facebook,4.3,112,Printemps,28.14,27.79,0
3848,2024-12-31,Maison,142.12,2,18,F,Nantes,Instagram,4.8,40,Printemps,285.59,272.69,0
3849,2024-12-31,Mode,84.29,2,26,M,Bordeaux,SEO,5.0,86,Printemps,172.93,167.93,0
3850,2024-12-31,Électronique,323.8,1,28,M,Bordeaux,Facebook,3.6,106,Printemps,321.44,287.5,0
3851,2024-12-31,Livres,12.77,2,30,F,Nice,SEO,4.3,106,Printemps,26.74,22.74,0
3852,2024-12-31,Mode,89.38,1,23,F,Lille,Facebook,4.1,161,Printemps,86.67,79.95,0
3853,2024-12-31,Électronique,889.88,1,26,M,Lyon,Facebook,3.8,107,Printemps,832.29,831.04,1
3854,2024-12-31,Maison,77.33,1,34,M,Bordeaux,Facebook,2.9,85,Printemps,70.11,69.14,0
3855,2024-12-31,Mode,60.36,2,25,F,Bordeaux,SEO,2.8,44,Printemps,116.49,100.27,0
3856,2024-12-31,Électronique,811.88,2,41,M,Nantes,Facebook,4.5,253,Printemps,1600.02,1405.09,1
3857,2024-12-31,Électronique,273.78,2,43,M,Lyon,Instagram,2.9,70,Printemps,564.99,506.62,1
3858,2024-12-31,Électronique,816.22,2,63,M,Lille,Instagram,1.8,52,Printemps,1732.5,1688.43,1
3859,2024-12-31,Maison,154.37,3,48,F,Toulouse,Facebook,3.8,51,Printemps,439.04,427.49,1
3860,2024-12-31,Maison,133.49,2,37,M,Toulouse,Facebook,5.0,67,Printemps,266.61,234.02,0
3861,2024-12-31,Mode,62.69,1,27,M,Paris,SEO,1.0,111,Printemps,59.36,55.2,0
3862,2024-12-31,Sport,80.38,1,38,F,Lille,SEO,3.5,40,Printemps,87.64,81.09,0
3863,2024-12-31,Sport,81.49,3,38,M,Lyon,Instagram,4.5,76,Printemps,251.68,229.57,0
3864,2024-12-31,Maison,219.26,3,28,F,Paris,Google_Ads,1.8,26,Printemps,681.2,633.78,1
3865,2024-12-31,Électronique,713.56,2,44,F,Paris,Facebook,3.6,55,Printemps,1436.04,1283.7,1
3866,2024-12-31,Maison,180.55,2,18,F,Nice,Google_Ads,2.5,55,Printemps,345.34,321.08,0
3867,2024-12-31,Mode,110.38,1,32,M,Paris,Google_Ads,2.7,53,Printemps,103.76,98.87,0
3868,2024-12-31,Maison,106.28,1,41,F,Lille,Email,3.4,49,Printemps,109.61,94.2,0
3869,2024-12-31,Maison,171.25,2,31,M,Nice,Instagram,2.6,176,Printemps,371.38,369.56,1
3870,2024-12-31,Mode,77.36,1,32,M,Nantes,Instagram,2.5,55,Printemps,72.91,63.79,0
3871,2024-12-31,Livres,30.13,1,33,F,Lyon,Google_Ads,3.7,144,Printemps,30.56,27.63,0
3872,2024-12-31,Électronique,433.75,2,24,F,Lille,Instagram,5.0,75,Printemps,872.58,803.3,1
3873,2024-12-31,Maison,175.77,1,49,M,Lille,Facebook,4.6,48,Printemps,180.75,154.75,1
3874,2024-12-31,Électronique,820.49,2,22,M,Marseille,SEO,4.9,145,Printemps,1669.8,1556.68,1
3875,2024-12-31,Livres,19.86,1,38,F,Bordeaux,Email,4.7,182,Printemps,18.96,18.59,0
3876,2024-12-31,Électronique,269.97,2,39,F,Toulouse,Instagram,3.0,41,Printemps,560.61,552.29,1
3877,2024-12-31,Électronique,573.33,3,23,F,Lille,Instagram,4.1,127,Printemps,1641.8,1475.86,1
3878,2024-12-31,Mode,66.23,3,35,F,Marseille,Google_Ads,5.0,85,Printemps,204.78,191.22,0
3879,2024-12-31,Mode,98.04,2,24,F,Toulouse,Instagram,4.7,282,Printemps,188.24,181.94,1
3880,2024-12-31,Électronique,866.95,2,51,M,Nantes,Email,4.0,162,Printemps,1589.09,1410.99,1
3881,2024-12-31,Maison,147.41,1,21,F,Nice,Instagram,4.4,226,Printemps,136.42,126.77,0
3882,2024-12-31,Mode,77.95,2,27,F,Nantes,Google_Ads,5.0,76,Printemps,166.32,150.53,0
3883,2024-12-31,Électronique,666.84,2,20,M,Lyon,Instagram,4.7,240,Printemps,1232.69,1117.71,1
3884,2024-12-31,Mode,42.59,2,18,M,Marseille,Google_Ads,3.5,136,Printemps,82.29,71.11,0
3885,2024-12-31,Sport,74.82,5,54,F,Nice,Email,3.7,98,Printemps,358.22,326.35,0
3886,2024-12-31,Maison,225.42,1,41,M,Lille,Google_Ads,2.6,117,Printemps,205.48,179.62,1
3887,2024-12-31,Maison,180.59,2,36,F,Nice,Google_Ads,5.0,56,Printemps,368.37,329.76,0
3888,2024-12-31,Maison,62.42,1,27,M,Lyon,SEO,5.0,111,Printemps,66.15,59.5,0
3889,2024-12-31,Mode,52.45,1,45,M,Marseille,Email,3.9,76,Printemps,57.62,52.69,0
3890,2024-12-31,Électronique,685.92,2,25,M,Lille,Facebook,5.0,188,Printemps,1491.46,1472.87,1
3891,2024-12-31,Mode,107.03,2,44,F,Lyon,Email,4.5,31,Printemps,194.76,183.98,0
3892,2024-12-31,Sport,149.58,1,24,M,Toulouse,Google_Ads,3.3,94,Printemps,142.33,141.78,0
3893,2024-12-31,Livres,16.89,4,27,M,Lyon,Instagram,4.8,77,Printemps,66.37,62.29,0
3894,2024-12-31,Mode,123.28,3,44,F,Toulouse,Facebook,4.2,243,Printemps,397.56,385.96,1
3895,2024-12-31,Électronique,598.24,2,45,F,Bordeaux,SEO,4.7,89,Printemps,1163.0,1134.06,1
3896,2024-12-31,Électronique,695.16,1,42,M,Nantes,Google_Ads,2.3,67,Printemps,704.94,677.34,1
3897,2024-12-31,Mode,90.68,1,22,M,Nice,Instagram,2.9,91,Printemps,93.58,88.94,0
3898,2024-12-31,Maison,82.09,2,29,F,Nice,SEO,5.0,148,Printemps,157.55,143.8,0
3899,2024-12-31,Électronique,875.1,4,36,M,Toulouse,Direct,5.0,38,Printemps,3557.77,3326.84,1
3900,2024-12-31,Livres,12.32,3,24,F,Lille,Email,5.0,47,Printemps,33.63,29.57,1
3901,2024-12-31,Mode,57.35,1,51,F,Bordeaux,Email,5.0,261,Printemps,57.12,53.85,1
3902,2024-12-31,Livres,30.97,2,18,M,Lyon,Google_Ads,4.4,107,Printemps,60.43,56.03,0
3903,2024-12-31,Sport,121.37,1,25,F,Lyon,Google_Ads,4.4,359,Printemps,117.87,114.41,1
3904,2024-12-31,Sport,149.36,3,28,F,Marseille,Google_Ads,2.8,49,Printemps,424.33,418.13,0
3905,2024-12-31,Maison,152.83,5,18,F,Bordeaux,SEO,3.2,117,Printemps,812.72,707.0,1
3906,2024-12-31,Maison,127.86,2,18,M,Paris,Email,1.6,82,Printemps,275.25,262.49,1
3907,2024-12-31,Maison,225.93,1,42,F,Lille,Email,3.4,188,Printemps,243.47,241.65,0
3908,2024-12-31,Maison,66.53,1,35,M,Nantes,Google_Ads,1.5,30,Printemps,65.14,64.34,0
3909,2024-12-31,Maison,214.1,1,53,F,Toulouse,Email,5.0,262,Printemps,203.79,198.73,0
3910,2024-12-31,Livres,15.23,1,53,M,Bordeaux,Facebook,4.2,101,Printemps,14.01,12.01,0
3911,2024-12-31,Maison,212.77,2,40,F,Lyon,Instagram,1.6,69,Printemps,440.22,390.86,0
3912,2024-12-31,Sport,60.25,2,38,F,Marseille,Direct,3.6,120,Printemps,116.4,101.53,0
3913,2024-12-31,Sport,116.48,1,35,M,Lille,Facebook,5.0,93,Printemps,111.28,110.06,0
3914,2024-12-31,Électronique,824.47,2,18,F,Nantes,Facebook,3.7,98,Printemps,1606.55,1546.03,1
3915,2024-12-31,Électronique,544.64,1,18,F,Toulouse,Instagram,2.7,161,Printemps,550.6,511.93,1
3916,2024-12-31,Mode,105.29,2,36,F,Lille,Facebook,1.8,41,Printemps,196.34,195.74,0
3917,2024-12-31,Mode,110.96,1,42,F,Marseille,Google_Ads,1.9,99,Printemps,121.19,106.55,0
3918,2024-12-31,Sport,136.4,1,38,F,Lyon,Facebook,4.4,129,Printemps,142.75,135.07,0
3919,2024-12-31,Mode,122.72,2,24,M,Nice,Facebook,3.3,233,Printemps,223.19,210.11,0
3920,2024-12-31,Maison,140.43,1,46,M,Toulouse,Instagram,3.4,72,Printemps,135.0,121.65,0
3921,2024-12-31,Mode,49.38,1,52,F,Nice,Facebook,3.3,23,Printemps,44.94,41.47,0
3922,2024-12-31,Électronique,257.27,3,46,F,Nantes,Email,3.6,67,Printemps,730.06,646.33,1
3923,2024-12-31,Maison,104.36,4,46,F,Paris,SEO,2.5,51,Printemps,399.63,380.28,0
3924,2024-12-31,Sport,60.76,1,28,F,Marseille,SEO,4.1,224,Printemps,63.41,57.87,1
3925,2024-12-31,Électronique,601.62,1,47,M,Paris,SEO,2.2,20,Printemps,627.93,535.96,1
3926,2024-12-31,Maison,93.29,3,36,M,Bordeaux,Email,3.0,151,Printemps,254.42,252.54,0
3927,2024-12-31,Maison,67.01,1,41,F,Nice,Google_Ads,4.9,123,Printemps,68.19,63.09,0
3928,2024-12-31,Électronique,249.29,1,39,F,Lille,Direct,4.2,45,Printemps,272.27,260.25,1
3929,2024-12-31,Électronique,786.31,1,33,M,Nantes,Facebook,4.6,125,Printemps,806.5,709.35,1
3930,2024-12-31,Livres,24.97,1,24,F,Nice,Facebook,5.0,36,Printemps,27.27,23.7,0
3931,2024-12-31,Mode,67.41,2,34,F,Lyon,Google_Ads,3.7,136,Printemps,131.61,129.68,0
3932,2024-12-31,Électronique,828.6,3,46,M,Paris,SEO,3.8,85,Printemps,2465.82,2314.51,1
3933,2024-12-31,Électronique,272.38,1,29,M,Lyon,Instagram,3.5,27,Printemps,272.14,251.46,0
3934,2024-12-31,Maison,236.46,3,45,F,Bordeaux,Facebook,3.3,40,Printemps,769.52,714.25,1
3935,2024-12-31,Maison,170.93,1,43,M,Paris,Instagram,2.7,126,Printemps,166.84,147.72,0
3936,2024-12-31,Maison,93.02,4,31,F,Lyon,Instagram,3.9,253,Printemps,408.07,402.73,0
3937,2024-12-31,Électronique,683.37,6,51,M,Lyon,SEO,4.2,265,Printemps,4135.6,3648.16,1
3938,2024-12-31,Sport,139.83,3,30,F,Toulouse,SEO,4.3,176,Printemps,395.84,345.85,0
3939,2024-12-31,Mode,74.36,2,53,M,Bordeaux,Instagram,3.9,37,Printemps,136.93,135.5,0
3940,2024-12-31,Mode,116.51,2,40,M,Marseille,Google_Ads,4.8,202,Printemps,217.77,193.52,0
3941,2024-12-31,Mode,47.2,3,34,F,Nantes,SEO,3.8,275,Printemps,128.54,125.89,0
3942,2024-12-31,Mode,59.69,2,24,M,Bordeaux,Instagram,3.3,206,Printemps,123.96,119.73,1
3943,2024-12-31,Sport,54.42,3,33,M,Paris,SEO,2.8,102,Printemps,163.81,148.63,0
3944,2024-12-31,Livres,14.69,1,32,F,Paris,Facebook,2.1,40,Printemps,15.39,13.67,0
3945,2024-12-31,Mode,55.78,1,19,M,Lille,Facebook,5.0,199,Printemps,58.92,56.79,0
3946,2024-12-31,Sport,159.5,1,32,M,Lyon,Email,3.0,83,Printemps,173.26,162.8,0
3947,2024-12-31,Sport,52.46,1,25,M,Nantes,Google_Ads,2.8,81,Printemps,48.44,43.02,0
3948,2024-12-31,Livres,20.54,1,42,F,Paris,Instagram,3.3,88,Printemps,19.25,18.94,0
3949,2024-12-31,Électronique,584.37,3,50,F,Marseille,SEO,3.5,91,Printemps,1770.03,1695.95,1
3950,2024-12-31,Maison,221.76,3,20,F,Marseille,SEO,5.0,50,Printemps,616.0,607.62,1
3951,2024-12-31,Mode,129.78,4,55,F,Bordeaux,Direct,3.4,71,Printemps,476.82,436.58,0
3952,2024-12-31,Sport,138.56,2,33,F,Nice,Google_Ads,5.0,262,Printemps,286.33,248.89,1
3953,2024-12-31,Électronique,880.28,3,23,F,Paris,SEO,3.9,92,Printemps,2759.54,2728.11,1
3954,2024-12-31,Maison,201.68,4,44,F,Nantes,SEO,5.0,79,Printemps,862.12,810.58,1
3955,2024-12-31,Mode,126.41,1,29,F,Nantes,Facebook,4.8,58,Printemps,136.92,128.83,0
3956,2024-12-31,Mode,101.46,3,34,F,Nice,Instagram,4.2,54,Printemps,300.88,282.11,0
3957,2024-12-31,Maison,74.36,1,30,M,Paris,Google_Ads,5.0,156,Printemps,81.49,75.04,1
3958,2024-12-31,Sport,93.74,3,25,M,Nice,Facebook,5.0,123,Printemps,255.24,226.72,1
3959,2024-12-31,Maison,176.39,1,43,F,Toulouse,Facebook,4.5,110,Printemps,189.44,178.45,0
3960,2024-12-31,Sport,87.22,7,31,F,Lille,Facebook,5.0,153,Printemps,588.72,563.87,1
3961,2024-12-31,Mode,59.15,3,18,F,Lille,Instagram,3.3,156,Printemps,192.43,190.02,0
3962,2024-12-31,Mode,88.8,2,41,F,Lille,Facebook,2.7,85,Printemps,167.74,144.39,0
3963,2024-12-31,Mode,123.52,1,20,F,Toulouse,Google_Ads,3.1,141,Printemps,129.47,115.0,0
3964,2024-12-31,Électronique,248.61,2,21,M,Paris,Instagram,5.0,70,Printemps,489.81,473.41,1
3965,2024-12-31,Maison,198.46,1,49,F,Bordeaux,Facebook,5.0,199,Printemps,193.76,187.22,1
3966,2024-12-31,Maison,190.09,1,20,M,Toulouse,Google_Ads,3.2,78,Printemps,173.34,152.85,1
